747	132	112
747	132	111
743	131	110
738	130	109
724	127	108
718	126	107
713	125	106
710	124	105
705	123	104
692	121	103
685	119	102
679	118	101
674	117	100
668	116	99
664	115	98
659	114	97
655	113	96
647	111	95
642	110	94
636	109	93
639	110	92
633	109	91
631	108	90
625	107	89
618	106	88
611	104	87
592	100	86
587	99	85
581	98	84
577	97	83
567	95	82
564	95	81
558	94	80
554	93	79
548	92	78
544	91	77
537	89	76
532	88	75
527	87	74
523	86	73
520	86	72
516	85	71
505	83	70
499	82	69
494	81	68
492	80	67
487	79	66
482	78	65
504	83	64
502	82	63
495	81	62
490	80	61
478	77	60
475	77	59
469	76	58
440	70	57
437	69	56
431	68	55
427	67	54
422	66	53
416	65	52
411	64	51
407	63	50
401	62	49
396	61	48
392	60	47
386	59	46
382	58	45
378	57	44
373	56	43
367	55	42
360	54	41
356	53	40
350	52	39
343	50	38
339	49	37
332	48	36
365	55	35
376	57	34
360	54	33
363	54	32
346	51	31
343	50	30
296	41	30
291	40	31
289	39	32
290	40	33
289	39	34
289	39	35
290	40	36
289	39	37
289	39	38
290	40	39
290	40	40
289	39	41
290	40	42
290	40	43
290	40	44
290	40	45
289	39	46
289	39	47
289	39	48
290	40	49
289	39	50
290	40	51
288	39	52
346	51	53
351	52	54
349	51	55
364	54	56
342	50	57
365	55	58
328	47	59
334	48	60
339	49	61
344	50	62
349	51	63
356	53	64
359	53	65
364	54	66
371	56	67
376	57	68
381	58	69
387	59	70
394	61	71
398	61	72
402	62	73
408	63	74
412	64	75
417	65	76
424	67	77
430	68	78
434	69	79
440	70	80
441	70	81
471	76	82
475	77	83
481	78	84
488	79	85
488	79	86
478	77	87
476	77	88
480	78	89
486	79	90
494	81	91
498	81	92
503	82	93
510	84	94
516	85	95
522	86	96
528	88	97
533	89	98
537	89	99
542	90	100
547	91	101
551	92	102
557	93	103
563	95	104
569	96	105
576	97	106
582	98	107
586	99	108
591	100	109
607	103	110
617	105	111
621	106	112
627	107	113
629	108	114
625	107	115
633	109	116
640	110	117
647	111	118
652	112	119
656	113	120
663	115	121
667	115	122
673	117	123
678	118	124
685	119	125
695	121	126
706	123	127
710	124	128
714	125	129
719	126	130
730	128	131
740	130	132
742	131	133
748	132	134
751	132	135
755	133	136
752	133	137
752	133	138
772	137	139
778	138	140
786	139	141
795	141	142
801	142	143
803	143	144
812	145	145
817	146	146
821	147	147
824	147	148
832	149	149
835	149	150
839	150	151
848	152	152
851	153	153
855	153	154
862	155	155
872	157	156
873	157	157
878	158	158
884	159	159
887	160	160
878	158	161
872	157	162
888	160	163
891	161	164
911	165	165
900	162	166
921	167	167
922	167	168
930	168	169
934	169	170
938	170	171
942	171	172
952	173	173
953	173	174
956	174	175
957	174	175
962	175	174
963	175	173
962	175	172
962	175	171
962	175	170
962	175	169
962	175	168
962	175	167
962	175	166
962	175	165
962	175	164
962	175	163
962	175	162
962	175	161
962	175	160
962	175	159
962	175	158
962	175	157
962	175	156
962	175	155
962	175	154
962	175	153
957	174	152
955	173	151
948	172	150
941	171	149
938	170	148
933	169	147
926	168	146
923	167	145
920	166	144
917	166	143
912	165	142
907	164	141
895	161	140
885	159	139
864	155	138
855	153	137
